instrument_name,mode_category,beat_category,gukak_style,music_src_nm,split_data
피리,평조계열,균등,풍류음악,AP_E01_04065,train
가야금,평조계열,균등,풍류음악,AP_E01_03549,train
피리,평조계열,균등,풍류음악,AP_E01_03337,train
거문고,평조계열,균등,풍류음악,AP_E01_02605,train
거문고,평조계열,균등,풍류음악,AP_E01_02463,train
해금,평조계열,균등,풍류음악,AM_E01_02784,train
가야금,평조계열,균등,풍류음악,AP_E01_02543,train
가야금,평조계열,균등,풍류음악,AP_E01_02652,train
피리,평조계열,균등,풍류음악,AM_E01_03728,train
가야금,평조계열,균등,풍류음악,AP_E01_02798,train
대금,평조계열,균등,풍류음악,AP_E01_02977,train
거문고,평조계열,균등,풍류음악,AP_E05_05498,train
대금,평조계열,균등,풍류음악,AP_E01_03616,train
해금,평조계열,균등,풍류음악,AP_E01_05146,train
대금,계면조계열,균등,풍류음악,AP_E02_04860,train
피리,평조계열,균등,풍류음악,AP_E01_02721,train
대금,평조계열,균등,풍류음악,AP_E01_02581,train
거문고,평조계열,균등,풍류음악,AP_E05_04316,train
가야금,평조계열,균등,풍류음악,AP_E01_04067,train
대금,평조계열,균등,풍류음악,AP_E01_03894,train
대금,평조계열,균등,풍류음악,AP_E01_03446,train
가야금,평조계열,균등,풍류음악,AP_E01_03776,train
거문고,평조계열,균등,풍류음악,AP_E01_03078,train
피리,평조계열,균등,풍류음악,AP_E01_06950,train
가야금,평조계열,균등,풍류음악,AP_E01_03967,train
가야금,평조계열,균등,풍류음악,AP_E01_02871,train
가야금,평조계열,균등,풍류음악,AP_E01_03962,train
가야금,평조계열,균등,풍류음악,AP_E01_03148,train
해금,평조계열,균등,풍류음악,AP_E01_02265,train
피리,평조계열,균등,풍류음악,AP_E01_04064,train
가야금,평조계열,균등,풍류음악,AP_E01_03783,train
거문고,평조계열,균등,풍류음악,AP_E05_04308,train
피리,평조계열,균등,풍류음악,AP_E01_03280,train
해금,평조계열,균등,풍류음악,AP_E01_03717,train
대금,평조계열,균등,풍류음악,AP_E02_04895,train
거문고,평조계열,균등,풍류음악,AP_E01_03653,train
해금,평조계열,균등,풍류음악,AP_E01_03718,train
거문고,평조계열,균등,풍류음악,AP_E01_03003,train
피리,평조계열,균등,풍류음악,AP_E01_03890,train
대금,평조계열,균등,풍류음악,AP_E01_03916,train
양금,계면조계열,균등,풍류음악,AP_E05_00116,train
가야금,평조계열,균등,풍류음악,AP_E01_03355,train
대금,평조계열,균등,풍류음악,AP_E01_02455,train
해금,평조계열,균등,풍류음악,AM_E05_05523,train
해금,평조계열,균등,풍류음악,AM_E05_05431,train
거문고,평조계열,균등,풍류음악,AP_E05_00139,train
가야금,평조계열,균등,풍류음악,AP_E01_02491,train
피리,평조계열,균등,풍류음악,AP_E01_03284,train
피리,평조계열,균등,풍류음악,AP_E01_03203,train
피리,평조계열,균등,풍류음악,AP_E01_04054,train
가야금,평조계열,균등,풍류음악,AP_E01_02492,train
피리,평조계열,균등,풍류음악,AP_E01_03043,train
피리,평조계열,균등,풍류음악,AP_E01_03267,train
가야금,평조계열,균등,풍류음악,AP_E01_03984,train
가야금,평조계열,균등,풍류음악,AP_E01_02814,train
거문고,평조계열,균등,풍류음악,AP_E01_05121,train
해금,평조계열,균등,풍류음악,AP_E01_02555,train
해금,평조계열,균등,풍류음악,AP_E01_04017,train
해금,평조계열,균등,풍류음악,AP_E01_03715,train
가야금,평조계열,균등,풍류음악,AP_E01_03550,train
거문고,평조계열,균등,풍류음악,AP_E01_02776,train
해금,평조계열,균등,풍류음악,AP_E05_05488,train
대금,평조계열,균등,풍류음악,AP_E01_03480,train
피리,평조계열,균등,풍류음악,AM_E04_01949,train
가야금,평조계열,균등,풍류음악,AP_E01_03546,train
단소,평조계열,혼합 및 기타,풍류음악,AP_E02_00660,train
대금,평조계열,균등,풍류음악,AP_E04_02052,train
피리,평조계열,균등,풍류음악,AP_E01_03283,train
거문고,평조계열,균등,풍류음악,AP_E01_02622,train
장구,,균등,풍류음악,AP_E04_02081,train
피리,평조계열,균등,풍류음악,AP_E01_03886,train
해금,평조계열,균등,풍류음악,AP_E01_02932,train
해금,평조계열,균등,풍류음악,AP_E01_04092,train
장구,,균등,풍류음악,AP_E04_02082,train
피리,평조계열,균등,풍류음악,AP_E04_02007,train
가야금,평조계열,균등,풍류음악,AP_E01_02654,train
가야금,평조계열,균등,풍류음악,AP_E01_02398,train
가야금,평조계열,균등,풍류음악,AP_E01_02236,train
해금,평조계열,균등,풍류음악,AP_E01_03563,train
가야금,평조계열,균등,풍류음악,AP_E01_02647,train
해금,평조계열,균등,풍류음악,AP_E05_05473,train
피리,평조계열,균등,풍류음악,AP_E01_07042,train
거문고,평조계열,균등,풍류음악,AP_E01_02915,train
거문고,계면조계열,균등,풍류음악,AP_E05_00140,train
피리,평조계열,균등,풍류음악,AP_E01_06966,train
대금,평조계열,혼합 및 기타,풍류음악,AM_E02_04838,train
해금,평조계열,균등,풍류음악,AP_E01_02288,train
대금,평조계열,균등,풍류음악,AP_E01_02906,train
가야금,평조계열,균등,풍류음악,AP_E01_02420,train
해금,평조계열,균등,풍류음악,AP_E01_02682,train
가야금,평조계열,균등,풍류음악,AP_E01_04066,train
피리,평조계열,균등,풍류음악,AP_E01_04047,train
가야금,평조계열,균등,풍류음악,AP_E01_03122,train
피리,평조계열,균등,풍류음악,AP_E01_03044,train
거문고,평조계열,균등,풍류음악,AP_E05_05461,train
대금,평조계열,균등,풍류음악,AP_E01_02594,train
거문고,평조계열,균등,풍류음악,AP_E05_05501,train
가야금,평조계열,균등,풍류음악,AP_E01_02866,train
거문고,평조계열,균등,풍류음악,AP_E01_03633,train
피리,평조계열,균등,풍류음악,AP_E01_07010,train
대금,평조계열,균등,풍류음악,AP_E01_03920,train
거문고,평조계열,균등,풍류음악,AP_E04_01926,train
거문고,평조계열,균등,풍류음악,AP_E04_01981,train
대금,평조계열,균등,풍류음악,AP_E04_01952,train
거문고,평조계열,균등,풍류음악,AP_E01_05123,train
가야금,평조계열,균등,풍류음악,AP_E01_03297,train
장구,평조계열,균등,풍류음악,AP_E01_02697,train
해금,평조계열,균등,풍류음악,AP_E01_02785,train
가야금,평조계열,균등,풍류음악,AP_E01_03545,train
피리,평조계열,균등,풍류음악,AP_E01_02701,train
해금,평조계열,균등,풍류음악,AP_E01_02530,train
해금,평조계열,균등,풍류음악,AP_E01_02259,train
가야금,평조계열,균등,풍류음악,AP_E01_02421,train
가야금,평조계열,균등,풍류음악,AP_E01_02803,train
해금,평조계열,균등,풍류음악,AP_E04_01987,train
대금,평조계열,균등,풍류음악,AP_E05_04868,train
양금,평조계열,균등,풍류음악,AP_E01_00033,train
피리,평조계열,균등,풍류음악,AP_E01_06963,train
가야금,평조계열,균등,풍류음악,AP_E01_03971,train
양금,계면조계열,균등,풍류음악,AP_E05_00149,train
해금,평조계열,균등,풍류음악,AM_E01_02832,train
단소,평조계열,균등,풍류음악,AP_E04_07784,train
거문고,평조계열,균등,풍류음악,AP_E01_03948,train
피리,평조계열,균등,풍류음악,AP_E01_03256,train
가야금,평조계열,균등,풍류음악,AP_E01_03821,train
해금,평조계열,균등,풍류음악,AP_E01_02282,train
대금,평조계열,균등,풍류음악,AP_E01_03847,train
대금,평조계열,균등,풍류음악,AP_E01_02946,train
가야금,평조계열,균등,풍류음악,AP_E01_02643,train
가야금,평조계열,균등,풍류음악,AP_E01_03778,train
가야금,평조계열,균등,풍류음악,AP_E04_02020,train
가야금,평조계열,균등,풍류음악,AP_E01_03138,train
가야금,평조계열,균등,풍류음악,AP_E01_02644,train
피리,평조계열,균등,풍류음악,AP_E01_03757,train
피리,평조계열,균등,풍류음악,AP_E01_03205,train
피리,평조계열,균등,풍류음악,AP_E01_03796,train
해금,평조계열,균등,풍류음악,AM_E01_04089,train
소금,평조계열,균등,풍류음악,AP_E01_00645,train
해금,평조계열,균등,풍류음악,AP_E01_03564,train
해금,평조계열,균등,풍류음악,AP_E01_02509,train
거문고,평조계열,균등,풍류음악,AP_E01_03000,train
거문고,평조계열,균등,풍류음악,AP_E01_02919,train
피리,평조계열,균등,풍류음악,AP_E01_02722,train
피리,평조계열,혼합 및 기타,풍류음악,AP_E01_00061,train
대금,평조계열,균등,풍류음악,AP_E01_03905,train
피리,평조계열,균등,풍류음악,AM_E01_07004,train
피리,평조계열,균등,풍류음악,AP_E01_03577,train
대금,평조계열,균등,풍류음악,AP_E05_04872,train
피리,평조계열,균등,풍류음악,AP_E01_04049,train
피리,평조계열,균등,풍류음악,AP_E01_06994,train
대금,평조계열,균등,풍류음악,AP_E01_03897,train
해금,평조계열,균등,풍류음악,AP_E05_04293,train
피리,평조계열,균등,풍류음악,AP_E01_03749,train
단소,평조계열,혼합 및 기타,풍류음악,AP_E02_08098,train
가야금,평조계열,균등,풍류음악,AP_E01_02247,train
피리,평조계열,균등,풍류음악,AP_E04_02089,train
해금,평조계열,균등,풍류음악,AP_E05_04299,train
대금,평조계열,균등,풍류음악,AP_E04_01900,train
가야금,평조계열,균등,풍류음악,AP_E01_02469,train
단소,평조계열,균등,풍류음악,AP_E02_00866,train
가야금,평조계열,균등,풍류음악,AP_E01_03683,train
가야금,평조계열,균등,풍류음악,AP_E02_05850,train
대금,평조계열,균등,풍류음악,AP_E01_03843,train
대금,평조계열,균등,풍류음악,AP_E01_03605,train
대금,평조계열,균등,풍류음악,AP_E01_03923,train
가야금,평조계열,균등,풍류음악,AP_E01_03691,train
대금,평조계열,균등,풍류음악,AP_E01_02454,train
해금,평조계열,균등,풍류음악,AP_E01_05142,train
거문고,평조계열,균등,풍류음악,AP_E01_03641,train
해금,평조계열,균등,풍류음악,AP_E01_02281,train
가야금,평조계열,균등,풍류음악,AP_E01_03324,train
해금,계면조계열,균등,풍류음악,AM_E05_05634,train
가야금,평조계열,균등,풍류음악,AP_E01_04069,train
해금,평조계열,균등,풍류음악,AP_E05_05491,train
피리,평조계열,균등,풍류음악,AP_E01_03212,train
피리,평조계열,균등,풍류음악,AP_E01_06908,train
피리,평조계열,균등,풍류음악,AP_E01_03336,train
대금,평조계열,균등,풍류음악,AP_E01_03524,train
해금,평조계열,균등,풍류음악,AP_E01_03702,train
양금,평조계열,균등,풍류음악,AP_E05_00148,train
해금,평조계열,균등,풍류음악,AP_E01_02474,train
가야금,평조계열,균등,풍류음악,AP_E04_01962,train
대금,평조계열,균등,풍류음악,AM_E02_04879,train
대금,평조계열,균등,풍류음악,AP_E01_02950,train
해금,평조계열,균등,풍류음악,AP_E01_02836,train
소금,평조계열,균등,풍류음악,AP_E01_08085,train
피리,평조계열,균등,풍류음악,AP_E01_03580,train
거문고,평조계열,균등,풍류음악,AP_E01_03954,train
해금,평조계열,균등,풍류음악,AP_E05_05479,train
피리,평조계열,균등,풍류음악,AP_E01_03834,train
피리,평조계열,균등,풍류음악,AP_E01_07001,train
가야금,평조계열,균등,풍류음악,AP_E01_02232,train
거문고,평조계열,균등,풍류음악,AP_E01_02910,train
거문고,평조계열,균등,풍류음악,AP_E01_03650,train
대금,평조계열,균등,풍류음악,AP_E01_02592,train
해금,평조계열,균등,풍류음악,AP_E05_00144,train
피리,평조계열,균등,풍류음악,AP_E01_07049,train
거문고,평조계열,균등,풍류음악,AP_E05_05454,train
대금,계면조계열,균등,풍류음악,AP_E02_04855,train
피리,평조계열,균등,풍류음악,AP_E01_03467,train
가야금,평조계열,균등,풍류음악,AP_E01_03349,train
거문고,평조계열,균등,풍류음악,AP_E01_00043,train
거문고,평조계열,균등,풍류음악,AP_E01_02995,train
대금,평조계열,균등,풍류음악,AP_E01_02567,train
가야금,평조계열,균등,풍류음악,AP_E01_02501,train
가야금,평조계열,균등,풍류음악,AP_E01_02466,train
피리,평조계열,균등,풍류음악,AP_E01_03257,train
가야금,평조계열,균등,풍류음악,AP_E01_03554,train
거문고,평조계열,균등,풍류음악,AM_E04_08645,train
피리,평조계열,균등,풍류음악,AP_E01_04043,train
피리,평조계열,균등,풍류음악,AP_E01_06948,train
가야금,평조계열,균등,풍류음악,AP_E01_02520,train
가야금,평조계열,균등,풍류음악,AP_E01_02544,train
거문고,평조계열,균등,풍류음악,AP_E05_04267,train
가야금,평조계열,균등,풍류음악,AP_E01_03008,train
가야금,평조계열,균등,풍류음악,AP_E01_03873,train
해금,평조계열,균등,풍류음악,AP_E01_02263,train
가야금,평조계열,균등,풍류음악,AP_E01_03973,train
해금,평조계열,균등,풍류음악,AP_E01_02508,train
거문고,평조계열,균등,풍류음악,AP_E05_04277,train
대금,평조계열,균등,풍류음악,AP_E01_02453,train
피리,계면조계열,균등,풍류음악,AP_E02_00077,train
거문고,평조계열,균등,풍류음악,AP_E01_03542,train
가야금,평조계열,균등,풍류음악,AP_E01_02400,train
가야금,평조계열,균등,풍류음악,AP_E01_02224,train
해금,평조계열,균등,풍류음악,AP_E01_02427,train
해금,평조계열,균등,풍류음악,AP_E04_01934,train
피리,평조계열,균등,풍류음악,AP_E01_03207,train
피리,평조계열,균등,풍류음악,AP_E01_03308,train
해금,평조계열,균등,풍류음악,AP_E01_02848,train
피리,평조계열,균등,풍류음악,AP_E01_03730,train
가야금,평조계열,균등,풍류음악,AP_E01_03021,train
해금,평조계열,균등,풍류음악,AP_E01_05139,train
가야금,평조계열,균등,풍류음악,AP_E01_03975,train
대금,평조계열,균등,풍류음악,AP_E01_03519,train
대금,평조계열,균등,풍류음악,AP_E01_03623,train
가야금,평조계열,균등,풍류음악,AP_E01_02493,train
거문고,평조계열,균등,풍류음악,AP_E01_03658,train
해금,평조계열,균등,풍류음악,AP_E01_02272,train
해금,평조계열,균등,풍류음악,AP_E01_03463,train
대금,평조계열,균등,풍류음악,AP_E02_04885,train
대금,계면조계열,균등,풍류음악,AM_E05_04863,train
해금,평조계열,균등,풍류음악,AP_E01_02278,train
대금,평조계열,균등,풍류음악,AP_E01_02985,train
장구,평조계열,균등,풍류음악,AP_E01_03359,train
해금,평조계열,균등,풍류음악,AP_E05_05467,train
가야금,평조계열,균등,풍류음악,AP_E01_03085,train
양금,평조계열,균등,풍류음악,AP_E04_00095,train
가야금,평조계열,균등,풍류음악,AP_E04_01910,train
해금,평조계열,균등,풍류음악,AP_E01_04027,train
대금,평조계열,균등,풍류음악,AP_E05_04867,train
피리,평조계열,균등,풍류음악,AP_E01_03041,train
가야금,평조계열,균등,풍류음악,AP_E01_03230,train
해금,평조계열,균등,풍류음악,AP_E01_03036,train
거문고,평조계열,균등,풍류음악,AP_E01_03077,train
거문고,평조계열,균등,풍류음악,AP_E05_05428,train
거문고,평조계열,균등,풍류음악,AP_E01_03533,train
가야금,평조계열,균등,풍류음악,AP_E01_02227,train
장구,,균등,풍류음악,AP_E04_01998,train
대금,평조계열,균등,풍류음악,AP_E01_03915,train
피리,평조계열,균등,풍류음악,AP_E01_02794,train
가야금,평조계열,균등,풍류음악,AP_E01_02641,train
거문고,평조계열,균등,풍류음악,AP_E05_04323,train
해금,계면조계열,균등,풍류음악,AM_E05_05681,train
해금,평조계열,균등,풍류음악,AP_E01_03560,train
피리,평조계열,균등,풍류음악,AP_E01_03189,train
피리,평조계열,균등,풍류음악,AP_E01_03054,train
피리,평조계열,균등,풍류음악,AP_E01_03201,train
해금,평조계열,균등,풍류음악,AP_E04_01932,train
피리,평조계열,균등,풍류음악,AP_E01_03333,train
거문고,평조계열,균등,풍류음악,AP_E01_03540,train
가야금,평조계열,균등,풍류음악,AP_E04_02059,train
가야금,평조계열,균등,풍류음악,AP_E01_03659,train
피리,평조계열,균등,풍류음악,AP_E01_03285,train
가야금,평조계열,균등,풍류음악,AP_E01_03125,train
대금,평조계열,균등,풍류음악,AP_E01_03472,train
해금,평조계열,균등,풍류음악,AP_E01_02504,train
거문고,평조계열,균등,풍류음악,AP_E05_04319,train
대금,계면조계열,혼합 및 기타,풍류음악,AP_E02_04848,train
단소,평조계열,균등,풍류음악,AP_E04_07785,train
해금,평조계열,균등,풍류음악,AP_E05_05476,train
거문고,평조계열,균등,풍류음악,AP_E04_01977,train
거문고,평조계열,균등,풍류음악,AP_E01_03951,train
가야금,평조계열,균등,풍류음악,AP_E01_03248,train
거문고,평조계열,균등,풍류음악,AP_E05_05441,train
대금,평조계열,균등,풍류음악,AP_E04_02018,train
해금,평조계열,균등,풍류음악,AP_E05_05432,train
가야금,평조계열,균등,풍류음악,AP_E01_02440,train
가야금,평조계열,균등,풍류음악,AP_E01_03977,train
해금,평조계열,균등,풍류음악,AP_E01_03706,train
피리,평조계열,균등,풍류음악,AP_E01_02889,train
거문고,평조계열,균등,풍류음악,AP_E01_02953,train
피리,평조계열,균등,풍류음악,AP_E04_01999,train
해금,평조계열,균등,풍류음악,AP_E01_02790,train
거문고,평조계열,균등,풍류음악,AP_E01_03534,train
해금,평조계열,균등,풍류음악,AP_E01_02845,train
피리,평조계열,균등,풍류음악,AP_E01_04050,train
거문고,평조계열,균등,풍류음악,AP_E05_04271,train
가야금,평조계열,균등,풍류음악,AP_E01_03963,train
거문고,평조계열,균등,풍류음악,AP_E04_01983,train
피리,평조계열,균등,풍류음악,AP_E01_02886,train
피리,평조계열,균등,풍류음악,AP_E01_07051,train
해금,평조계열,균등,풍류음악,AP_E01_04022,train
해금,평조계열,균등,풍류음악,AP_E04_01993,train
거문고,평조계열,균등,풍류음악,AP_E01_00587,train
대금,평조계열,균등,풍류음악,AP_E01_03479,train
피리,평조계열,균등,풍류음악,AP_E01_03752,train
장구,,균등,풍류음악,AP_E01_04077,train
가야금,평조계열,균등,풍류음악,AP_E01_03083,train
피리,평조계열,균등,풍류음악,AP_E01_03362,train
해금,평조계열,균등,풍류음악,AP_E04_01992,train
가야금,평조계열,균등,풍류음악,AP_E01_03668,train
대금,평조계열,균등,풍류음악,AP_E01_02565,train
가야금,평조계열,균등,풍류음악,AP_E01_03161,train
단소,평조계열,균등,풍류음악,AP_E01_00653,train
거문고,평조계열,균등,풍류음악,AP_E04_01922,train
가야금,평조계열,균등,풍류음악,AP_E01_05131,train
대금,평조계열,균등,풍류음악,AP_E04_01899,train
해금,평조계열,균등,풍류음악,AP_E01_02433,train
거문고,평조계열,균등,풍류음악,AP_E01_03940,train
해금,평조계열,균등,풍류음악,AP_E05_04345,train
거문고,평조계열,균등,풍류음악,AP_E01_03640,train
해금,평조계열,균등,풍류음악,AP_E05_00142,train
피리,평조계열,균등,풍류음악,AM_E01_03301,train
가야금,평조계열,균등,풍류음악,AP_E01_03237,train
피리,평조계열,균등,풍류음악,AP_E01_03468,train
거문고,평조계열,균등,풍류음악,AP_E01_03004,train
피리,평조계열,균등,풍류음악,AP_E01_07031,train
거문고,평조계열,균등,풍류음악,AP_E01_03638,train
대금,평조계열,균등,풍류음악,AP_E02_04894,train
거문고,평조계열,균등,풍류음악,AP_E01_02620,train
가야금,평조계열,균등,풍류음악,AP_E04_01971,train
피리,평조계열,균등,풍류음악,AP_E01_02711,train
피리,평조계열,균등,풍류음악,AM_E01_06928,train
해금,평조계열,균등,풍류음악,AP_E01_02527,train
피리,평조계열,균등,풍류음악,AP_E01_03302,train
해금,평조계열,균등,풍류음악,AP_E01_03997,train
거문고,평조계열,균등,풍류음악,AP_E04_00101,train
가야금,평조계열,균등,풍류음악,AP_E01_03552,train
가야금,평조계열,균등,풍류음악,AP_E01_02926,train
피리,평조계열,균등,풍류음악,AP_E01_06964,train
가야금,평조계열,균등,풍류음악,AP_E01_03315,train
거문고,평조계열,균등,풍류음악,AP_E01_03642,train
가야금,평조계열,균등,풍류음악,AP_E01_02424,train
피리,평조계열,균등,풍류음악,AP_E01_02969,train
해금,평조계열,균등,풍류음악,AP_E01_02964,train
해금,평조계열,균등,풍류음악,AP_E04_02033,train
피리,평조계열,균등,풍류음악,AP_E01_03261,train
피리,평조계열,균등,풍류음악,AP_E01_06929,train
대금,평조계열,균등,풍류음악,AP_E01_03800,train
가야금,평조계열,균등,풍류음악,AP_E01_05135,train
대금,평조계열,균등,풍류음악,AP_E04_01906,train
피리,평조계열,균등,풍류음악,AP_E01_03470,train
피리,평조계열,균등,풍류음악,AP_E01_02892,train
가야금,평조계열,균등,풍류음악,AP_E01_02250,train
피리,평조계열,균등,풍류음악,AM_E01_08644,train
가야금,평조계열,균등,풍류음악,AP_E01_03868,train
해금,평조계열,균등,풍류음악,AP_E01_03998,train
가야금,평조계열,균등,풍류음악,AP_E01_03968,train
피리,평조계열,균등,풍류음악,AP_E01_07058,train
대금,평조계열,균등,풍류음악,AP_E01_03600,train
거문고,평조계열,균등,풍류음악,AP_E01_03943,train
대금,계면조계열,균등,풍류음악,AP_E01_00055,train
해금,평조계열,균등,풍류음악,AP_E01_03880,train
양금,평조계열,균등,풍류음악,AP_E01_00034,train
거문고,평조계열,균등,풍류음악,AP_E05_05497,train
거문고,평조계열,균등,풍류음악,AP_E01_00042,train
대금,평조계열,균등,풍류음악,AP_E01_03901,train
해금,평조계열,균등,풍류음악,AP_E01_02289,train
대금,평조계열,균등,풍류음악,AP_E04_01955,train
가야금,평조계열,균등,풍류음악,AP_E01_03130,train
거문고,평조계열,균등,풍류음악,AP_E01_03652,train
피리,평조계열,균등,풍류음악,AP_E01_03839,train
거문고,평조계열,균등,풍류음악,AP_E03_00590,train
피리,평조계열,균등,풍류음악,AP_E01_03270,train
가야금,평조계열,균등,풍류음악,AP_E01_03174,train
단소,평조계열,혼합 및 기타,풍류음악,AP_E02_08100,train
거문고,평조계열,균등,풍류음악,AP_E05_05451,train
피리,평조계열,균등,풍류음악,AP_E01_03753,train
대금,계면조계열,균등,풍류음악,AP_E02_04853,train
해금,평조계열,균등,풍류음악,AP_E01_02264,train
피리,평조계열,균등,풍류음악,AP_E01_03737,train
피리,평조계열,균등,풍류음악,AP_E01_04037,train
피리,평조계열,균등,풍류음악,AP_E01_03334,train
가야금,평조계열,균등,풍류음악,AP_E01_03246,train
가야금,평조계열,균등,풍류음악,AP_E01_03128,train
가야금,평조계열,균등,풍류음악,AP_E04_01911,train
가야금,평조계열,균등,풍류음악,AP_E01_02799,train
대금,평조계열,균등,풍류음악,AP_E01_02595,train
피리,평조계열,균등,풍류음악,AP_E01_03833,train
대금,평조계열,균등,풍류음악,AP_E01_02590,train
해금,평조계열,균등,풍류음악,AP_E01_04013,train
피리,평조계열,균등,풍류음악,AP_E01_02972,train
피리,평조계열,균등,풍류음악,AP_E01_03197,train
해금,평조계열,균등,풍류음악,AP_E01_03721,train
피리,평조계열,균등,풍류음악,AP_E04_01943,train
피리,평조계열,균등,풍류음악,AP_E01_03366,train
해금,평조계열,균등,풍류음악,AP_E01_02267,train
해금,평조계열,균등,풍류음악,AP_E04_01996,train
피리,평조계열,균등,풍류음악,AP_E01_02488,train
가야금,평조계열,균등,풍류음악,AP_E01_02809,train
해금,평조계열,균등,풍류음악,AP_E01_02963,train
가야금,평조계열,균등,풍류음악,AP_E01_02495,train
피리,평조계열,균등,풍류음악,AP_E01_00071,train
거문고,평조계열,균등,풍류음악,AP_E05_04261,train
가야금,평조계열,균등,풍류음악,AP_E01_03169,train
대금,계면조계열,균등,풍류음악,AP_E02_04851,train
가야금,평조계열,균등,풍류음악,AP_E01_03219,train
거문고,평조계열,균등,풍류음악,AP_E01_03944,train
가야금,평조계열,균등,풍류음악,AP_E01_02659,train
해금,평조계열,균등,풍류음악,AP_E01_03828,train
피리,평조계열,균등,풍류음악,AP_E01_06923,train
거문고,평조계열,균등,풍류음악,AP_E01_03490,train
거문고,평조계열,균등,풍류음악,AP_E01_02459,train
거문고,평조계열,균등,풍류음악,AP_E05_05443,train
가야금,평조계열,균등,풍류음악,AP_E01_02251,train
가야금,평조계열,균등,풍류음악,AP_E04_01912,train
대금,평조계열,균등,풍류음악,AP_E01_02452,train
해금,평조계열,균등,풍류음악,AP_E01_04029,train
가야금,평조계열,균등,풍류음악,AP_E01_02519,train
거문고,평조계열,균등,풍류음악,AP_E05_00138,train
해금,평조계열,균등,풍류음악,AP_E01_02841,train
해금,평조계열,균등,풍류음악,AP_E01_04096,train
가야금,평조계열,균등,풍류음악,AP_E01_02870,train
해금,평조계열,균등,풍류음악,AP_E01_03996,train
장구,평조계열,균등,풍류음악,AP_E01_03330,train
가야금,평조계열,균등,풍류음악,AP_E01_04086,train
가야금,평조계열,균등,풍류음악,AP_E01_02829,train
해금,평조계열,균등,풍류음악,AP_E01_03712,train
피리,평조계열,균등,풍류음악,AP_E01_02717,train
거문고,평조계열,균등,풍류음악,AP_E01_03484,train
가야금,평조계열,균등,풍류음악,AP_E01_02500,train
대금,평조계열,균등,풍류음악,AP_E01_03803,train
해금,평조계열,균등,풍류음악,AP_E05_04330,train
대금,평조계열,균등,풍류음악,AP_E01_02900,train
해금,평조계열,균등,풍류음악,AP_E01_02428,train
피리,평조계열,균등,풍류음악,AP_E01_03578,train
단소,평조계열,균등,풍류음악,AP_E04_07774,train
해금,평조계열,균등,풍류음악,AP_E04_01930,train
해금,평조계열,균등,풍류음악,AP_E05_04286,train
거문고,평조계열,균등,풍류음악,AP_E01_03485,train
거문고,평조계열,균등,풍류음악,AP_E05_05447,train
가야금,평조계열,균등,풍류음악,AP_E01_03011,train
피리,평조계열,균등,풍류음악,AP_E01_04040,train
대금,평조계열,균등,풍류음악,AP_E01_03068,train
대금,평조계열,균등,풍류음악,AP_E04_01901,train
해금,평조계열,균등,풍류음악,AP_E01_02431,train
해금,평조계열,균등,풍류음악,AP_E01_03502,train
피리,평조계열,균등,풍류음악,AP_E01_02705,train
거문고,평조계열,균등,풍류음악,AP_E01_02391,train
피리,평조계열,균등,풍류음악,AP_E01_02408,train
거문고,평조계열,균등,풍류음악,AP_E01_02615,train
가야금,평조계열,균등,풍류음악,AP_E01_03223,train
거문고,평조계열,균등,풍류음악,AP_E04_01928,train
피리,평조계열,균등,풍류음악,AP_E01_03306,train
단소,평조계열,혼합 및 기타,풍류음악,AP_E02_00659,train
피리,평조계열,균등,풍류음악,AP_E01_03185,train
대금,평조계열,균등,풍류음악,AP_E05_04871,train
가야금,평조계열,균등,풍류음악,AP_E01_03152,train
대금,평조계열,균등,풍류음악,AP_E04_01896,train
해금,평조계열,균등,풍류음악,AP_E01_03829,train
대금,평조계열,균등,풍류음악,AP_E04_01950,train
대금,평조계열,균등,풍류음악,AP_E01_02591,train
해금,평조계열,균등,풍류음악,AP_E01_03562,train
대금,평조계열,균등,풍류음악,AP_E01_02589,train
거문고,평조계열,균등,풍류음악,AP_E05_04278,train
가야금,평조계열,균등,풍류음악,AP_E01_03241,train
해금,평조계열,균등,풍류음악,AP_E01_02274,train
가야금,평조계열,균등,풍류음악,AP_E01_02630,train
거문고,평조계열,균등,풍류음악,AP_E04_01918,train
거문고,평조계열,균등,풍류음악,AP_E01_03453,train
피리,평조계열,균등,풍류음악,AP_E01_03345,train
대금,평조계열,균등,풍류음악,AP_E01_02987,train
해금,평조계열,균등,풍류음악,AP_E05_04347,train
대금,평조계열,균등,풍류음악,AP_E01_03621,train
해금,평조계열,균등,풍류음악,AP_E01_02847,train
거문고,평조계열,균등,풍류음악,AP_E04_01924,train
피리,평조계열,균등,풍류음악,AP_E01_03515,train
피리,평조계열,균등,풍류음악,AP_E01_03335,train
피리,계면조계열,균등,풍류음악,AP_E01_00069,train
가야금,평조계열,균등,풍류음악,AP_E01_02819,train
해금,평조계열,균등,풍류음악,AP_E01_03698,train
해금,평조계열,균등,풍류음악,AP_E01_03826,train
가야금,계면조계열,균등,풍류음악,AP_E02_05833,train
피리,평조계열,균등,풍류음악,AP_E01_02712,train
해금,평조계열,균등,풍류음악,AP_E05_04339,train
가야금,평조계열,균등,풍류음악,AP_E01_02818,train
해금,평조계열,균등,풍류음악,AP_E01_03099,train
피리,평조계열,균등,풍류음악,AP_E01_03216,train
가야금,평조계열,균등,풍류음악,AP_E01_03149,train
